timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603191162276,291,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,3228,115,15,30,https://blazedemo.com/,291,0,53
1603191162166,444,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-38,text,true,,3447,230,15,30,https://blazedemo.com/,147,0,18
1603191162166,147,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-38,text,true,,219,115,15,30,http://blazedemo.com/,147,0,18
1603191162314,296,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-38,text,true,,3228,115,15,30,https://blazedemo.com/,291,0,52
1603191162194,440,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-42,text,true,,3447,230,15,30,https://blazedemo.com/,140,0,12
1603191162194,140,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-42,text,true,,219,115,15,30,http://blazedemo.com/,140,0,12
1603191162334,300,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-42,text,true,,3228,115,15,30,https://blazedemo.com/,298,0,54
1603191162211,508,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,3447,230,15,30,https://blazedemo.com/,139,0,11
1603191162211,139,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,219,115,15,30,http://blazedemo.com/,139,0,11
1603191162350,369,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,3228,115,15,30,https://blazedemo.com/,368,0,55
1603191162247,490,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-40,text,true,,3447,230,15,31,https://blazedemo.com/,158,0,18
1603191162247,158,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-40,text,true,,219,115,15,31,http://blazedemo.com/,158,0,18
1603191162405,332,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-40,text,true,,3228,115,15,31,https://blazedemo.com/,327,0,52
1603191162374,484,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-37,text,true,,3447,230,16,32,https://blazedemo.com/,174,0,21
1603191162374,174,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-37,text,true,,219,115,16,32,http://blazedemo.com/,174,0,21
1603191162549,309,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-37,text,true,,3228,115,16,32,https://blazedemo.com/,309,0,62
1603191162396,470,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,3447,230,16,32,https://blazedemo.com/,154,0,21
